ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1_1,Q.1_2,Q.2_1,Q.2_2,Q.2_3,Q.2_4,Q.2_5,Q.2_6
m8992499704,72,富山県,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8994749509,71,福岡県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8988240335,35,三重県,女性,未婚,パート・アルバイト,その他,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8998539829,60,東京都,男性,既婚,会社員(正社員),商社・卸売り・小売業,"900万～1,000万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8995299989,61,東京都,女性,既婚,パート・アルバイト,その他,700万～800万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8998774216,66,福岡県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（マンション）,あり,1,0,1,0,0,0,0,0
m8994074930,52,宮城県,女性,未婚,パート・アルバイト,教育業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m8992928518,45,埼玉県,女性,既婚,専業主婦,勤めていない,400万～500万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m8998967310,42,岐阜県,男性,未婚,会社員(正社員),金融・証券・保険業,"1,800万～2,000万未満",持ち家（一戸建て）,なし,1,0,0,1,1,1,1,0
m8998231211,68,大阪府,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8997655,52,東京都,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,0,1,1,0,0,0
m8998660717,73,富山県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8962763372,47,北海道,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,1,1,0,0,0
m899126935,42,愛知県,女性,未婚,パート・アルバイト,サービス業,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8998819238,68,群馬県,男性,既婚,無職,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89988560886,49,東京都,男性,未婚,会社員(正社員),サービス業,500万～600万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8996823611,46,埼玉県,男性,既婚,自由業,非営利団体,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998527228,58,岩手県,男性,既婚,公務員（教職員を除く）,その他,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998707786,43,大阪府,女性,既婚,パート・アルバイト,サービス業,"1,800万～2,000万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m899363044,59,千葉県,女性,既婚,専業主婦,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998359447,60,埼玉県,男性,既婚,会社員(正社員),非営利団体,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8998356701,44,神奈川県,男性,既婚,経営者・役員,不動産業,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8982654391,47,大阪府,男性,未婚,自営業,その他,100万～200万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8982083684,40,埼玉県,女性,未婚,経営者・役員,サービス業,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,0,0,0,0,1,0
m8993666394,51,群馬県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8995571647,45,香川県,男性,未婚,その他,サービス業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m899617151,77,東京都,男性,既婚,自由業,サービス業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m8998246403,55,大阪府,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8965194838,36,山口県,女性,未婚,無職,勤めていない,200万～300万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8998496145,47,東京都,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m8998273549,51,大阪府,女性,既婚,パート・アルバイト,勤めていない,600万～700万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m899296511,67,埼玉県,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998498406,38,沖縄県,女性,未婚,会社員（契約・派遣社員）,その他,300万～400万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8998501098,66,千葉県,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89989613211,70,山梨県,男性,既婚,会社員（契約・派遣社員）,教育業,"1,800万～2,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m899722625,58,山形県,男性,未婚,自営業,サービス業,300万～400万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8982738494,54,大阪府,男性,未婚,会社員(正社員),その他,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m8994652789,50,岩手県,男性,既婚,自由業,その他,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m8993583585,42,東京都,男性,既婚,会社員(正社員),建設業,"2,000万以上",持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m899610226,52,東京都,男性,未婚,会社員(正社員),情報通信業,800万～900万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8986016494,24,千葉県,女性,未婚,パート・アルバイト,メディア・マスコミ・広告業,100万～200万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m899016922,57,大阪府,男性,既婚,会社員(正社員),製造業,"1,200万～1,500万未満",持ち家（マンション）,あり,1,0,0,0,0,0,1,0
m8998935743,69,東京都,男性,未婚,会社員（契約・派遣社員）,情報通信業,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m8965503947,50,大阪府,女性,既婚,パート・アルバイト,商社・卸売り・小売業,300万～400万未満,持ち家（一戸建て）,なし,1,0,1,0,1,0,1,0
m8998266523,57,大阪府,男性,既婚,会社員(正社員),運送・輸送業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8998600630,48,神奈川県,男性,未婚,パート・アルバイト,サービス業,100万～200万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8998331958,47,神奈川県,男性,未婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,1,0,1,0,0
m8964707600,42,茨城県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m8995652765,63,千葉県,男性,既婚,自由業,不動産業,600万～700万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m899369834,67,沖縄県,男性,既婚,無職,勤めていない,100万～200万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8964146237,55,静岡県,男性,未婚,会社員(正社員),商社・卸売り・小売業,500万～600万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m8965509228,42,北海道,男性,未婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m8998332146,48,東京都,男性,未婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m8998699359,49,北海道,男性,既婚,経営者・役員,サービス業,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8998347082,37,東京都,男性,未婚,会社員(正社員),建設業,700万～800万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8998443763,50,神奈川県,女性,未婚,会社員(正社員),非営利団体,200万～300万未満,賃貸（アパート）,あり,1,0,0,0,1,0,0,0
m899509515,55,東京都,男性,既婚,会社員(正社員),サービス業,400万～500万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8984805948,59,千葉県,男性,既婚,医師・医療関係者,医療・福祉,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998645797,52,東京都,女性,既婚,パート・アルバイト,運送・輸送業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8983810705,62,神奈川県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8998729648,48,秋田県,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（アパート）,あり,1,0,1,0,1,0,0,0
m8998576740,74,東京都,男性,既婚,会社員（契約・派遣社員）,サービス業,"1,000万～1,200万未満",持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m8991738465,54,茨城県,男性,未婚,自由業,その他,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8994423307,39,東京都,女性,未婚,会社員(正社員),医療・福祉,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8985612677,47,北海道,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（マンション）,あり,1,0,1,0,0,0,0,0
m8998397244,49,東京都,男性,既婚,会社員(正社員),情報通信業,"1,200万～1,500万未満",賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m8982680904,64,愛知県,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8992758934,66,岐阜県,男性,既婚,公務員（教職員を除く）,教育業,"1,200万～1,500万未満",持ち家（一戸建て）,あり,1,0,0,0,1,1,1,0
m8995236649,50,兵庫県,男性,未婚,会社員(正社員),商社・卸売り・小売業,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,1,1,0,1,0,0
m8982187793,65,神奈川県,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m899328629,74,京都府,男性,既婚,無職,勤めていない,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m899175576,38,愛知県,男性,既婚,会社員(正社員),製造業,"1,800万～2,000万未満",持ち家（一戸建て）,あり,1,0,1,1,1,1,1,1
m899318145,54,奈良県,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8991598754,66,佐賀県,女性,未婚,パート・アルバイト,その他,100万～200万未満,賃貸（アパート）,なし,1,0,0,0,1,0,0,0
m8992855145,45,福島県,男性,未婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,1,0
m8996288444,64,山口県,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8998700831,75,埼玉県,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998440852,73,愛媛県,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998282349,45,愛媛県,男性,既婚,会社員(正社員),運送・輸送業,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998369402,63,埼玉県,男性,既婚,会社員(正社員),運送・輸送業,600万～700万未満,賃貸（マンション）,あり,1,0,0,1,0,0,0,0
m8992880670,56,熊本県,男性,未婚,会社員(正社員),運送・輸送業,300万～400万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8991779061,57,埼玉県,男性,既婚,会社員(正社員),商社・卸売り・小売業,"1,200万～1,500万未満",持ち家（マンション）,あり,1,0,1,0,0,0,0,0
m8992556395,38,東京都,女性,既婚,専業主婦,勤めていない,"1,000万～1,200万未満",賃貸（マンション）,なし,1,0,1,0,0,0,1,0
m8995293,49,京都府,女性,既婚,専業主婦,勤めていない,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,0,1,1,0,0,0
m8998489634,72,宮崎県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m899160926,57,福岡県,女性,未婚,自営業,教育業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m899627659,62,北海道,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（マンション）,あり,1,0,1,1,1,0,0,0
m8998778239,60,愛知県,男性,既婚,会社員(正社員),製造業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998312735,40,東京都,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m899124815,50,埼玉県,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8995151669,57,愛知県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998315189,49,新潟県,女性,既婚,会社員(正社員),建設業,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8998336635,60,東京都,男性,既婚,会社員(正社員),サービス業,"900万～1,000万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8980046471,69,東京都,女性,既婚,専業主婦,勤めていない,800万～900万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8982850357,67,北海道,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m8991927867,64,愛知県,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m899450893,56,千葉県,女性,未婚,無職,勤めていない,200万～300万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m8990110767,40,愛知県,男性,未婚,会社員(正社員),農業・林業・漁業・鉱業,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8963511747,63,東京都,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（マンション）,あり,1,0,0,0,0,0,0,1
m8998230745,32,長野県,女性,未婚,医師・医療関係者,医療・福祉,500万～600万未満,賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m8965512281,60,愛知県,男性,既婚,会社員(正社員),情報通信業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8998651440,46,福岡県,女性,既婚,会社員(正社員),その他,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m899016563,63,神奈川県,男性,既婚,会社員（契約・派遣社員）,製造業,200万～300万未満,社宅,あり,0,1,0,0,0,0,0,0
m899053492,59,東京都,女性,既婚,自営業,商社・卸売り・小売業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998266788,66,神奈川県,男性,既婚,無職,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8984645788,40,東京都,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m899849723,31,新潟県,女性,未婚,無職,勤めていない,500万～600万未満,持ち家（一戸建て）,なし,1,0,1,0,1,1,0,0
m8993400496,72,山口県,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8981630174,53,北海道,男性,既婚,会社員(正社員),農業・林業・漁業・鉱業,300万～400万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
